TIPO DE ACIDENTE,DATA,HORA,REGIÃO,COORDENADA GEOGRÁFICA,SITUAÇÃO CLIMÁTICA/LUMINOSIDADE,CONDIÇÕES DA SUPERFÍCIE DE ROLAMENTO,POSSUI SINALIZAÇÃO HORIZONTAL,POSSUI SINALIZAÇÃO VERTICAL,PRÓXIMO A EQUIPO ELETRÔNICO,HOUVE OUTROS VEÍCULOS ENVOLVIDOS,QUANTOS VEÍCULOS,HAVIA OUTROS OCUPANTES NO VEÍCULO,QUANTOS OCUPANTES,ENVOLVIDOS,FERIDOS,ÓBITOS,FOI REALIZADO O TESTE DE BAFÔMETRO,QUAL O RESULTADO,POSSUI HABILITAÇÃO,VEÍCULO TIPO,HOUVE DANOS AO PATRIMÔNIO PÚBLICO?,HOUVE DANOS AO MEIO AMBIENTE?
Colisão,2021-03-17,09:15,Oeste,"-25.436653, -49.314596",Chuva / Dia,Seca,Não,Sim,Não,Não,1,Sim,4,2,2,0,Não,Não realizado,Sim,Ônibus,Não,Não
Capotamento,2009-12-01,03:45,Norte,"-25.380695, -49.265165",Seco / Noite,Escorregadia,Sim,Sim,Sim,Não,1,Sim,2,1,1,0,Sim,Negativo,Sim,Ônibus,Sim,Não
Atropelamento,2010-05-30,22:00,Norte,"-25.406597, -49.263340",Seco / Noite,Seca,Não,Sim,Não,Não,1,Não,1,2,2,0,Não,Não realizado,Sim,Carro,Não,Não
Colisão,2013-07-13,09:00,Norte,"-25.380816, -49.270252",Chuva / Dia,Escorregadia,Não,Não,Sim,Não,1,Não,1,1,1,0,Não,Não realizado,Não,Carro,Não,Não
Colisão,2006-06-08,17:45,Oeste,"-25.417033, -49.316109",Seco / Dia,Molhada,Não,Não,Sim,Sim,2,Sim,2,4,0,0,Não,Não realizado,Sim,Carro,Não,Não
Colisão,2024-03-17,06:45,Norte,"-25.380996, -49.266627",Seco / Dia,Molhada,Não,Sim,Sim,Não,1,Não,1,2,2,0,Sim,Positivo,Sim,Caminhão,Não,Não
Colisão,2010-10-03,09:00,Sul,"-25.443753, -49.294908",Seco / Dia,Molhada,Sim,Não,Não,Não,1,Não,1,4,1,0,Não,Não realizado,Sim,Ônibus,Não,Não
Colisão,2020-09-16,01:30,Sul,"-25.473461, -49.288637",Seco / Noite,Molhada,Sim,Sim,Não,Não,1,Sim,3,1,1,0,Não,Não realizado,Sim,Ônibus,Não,Não
Colisão,2014-05-09,02:15,Sul,"-25.470648, -49.317184",Seco / Noite,Escorregadia,Não,Sim,Não,Sim,2,Sim,2,1,1,0,Não,Não realizado,Sim,Carro,Não,Não
Colisão,2015-06-08,23:15,Norte,"-25.396132, -49.247256",Seco / Noite,Escorregadia,Não,Sim,Sim,Não,1,Sim,2,3,2,0,Sim,Positivo,Sim,Caminhão,Não,Não
Atropelamento,2008-05-03,07:45,Oeste,"-25.427299, -49.316289",Chuva / Dia,Seca,Sim,Sim,Sim,Sim,4,Não,1,5,5,0,Sim,Negativo,Sim,Caminhão,Não,Não
Colisão,2013-05-31,01:00,Norte,"-25.394315, -49.240147",Chuva / Noite,Seca,Sim,Não,Não,Sim,4,Sim,3,2,1,0,Sim,Negativo,Sim,Moto,Sim,Não
Colisão,2024-09-24,05:15,Leste,"-25.418406, -49.220562",Chuva / Noite,Seca,Sim,Não,Sim,Não,1,Sim,2,2,2,0,Não,Não realizado,Sim,Bicicleta,Não,Não
Colisão,2017-07-19,20:30,Oeste,"-25.433148, -49.321756",Seco / Noite,Seca,Sim,Não,Sim,Sim,3,Sim,2,1,0,0,Não,Não realizado,Sim,Moto,Sim,Não
Colisão,2011-06-20,05:15,Sul,"-25.472031, -49.298999",Chuva / Noite,Molhada,Não,Não,Sim,Não,1,Sim,5,1,1,0,Não,Não realizado,Sim,Ônibus,Não,Não
Queda de moto,2008-12-04,13:30,Leste,"-25.426327, -49.201486",Chuva / Dia,Escorregadia,Não,Sim,Sim,Sim,4,Não,1,3,1,0,Não,Não realizado,Sim,Ônibus,Não,Não
Queda de moto,2013-11-29,02:00,Oeste,"-25.429114, -49.312338",Chuva / Noite,Seca,Não,Sim,Sim,Não,1,Não,1,1,1,0,Não,Não realizado,Não,Moto,Não,Não
Atropelamento,2011-10-16,10:30,Leste,"-25.421529, -49.235115",Chuva / Dia,Seca,Sim,Sim,Sim,Sim,4,Sim,2,2,1,1,Não,Não realizado,Sim,Bicicleta,Sim,Não
Atropelamento,2025-05-15,08:30,Centro,"-25.420651, -49.265224",Seco / Dia,Escorregadia,Não,Sim,Não,Não,1,Não,1,5,0,0,Não,Não realizado,Sim,Ônibus,Não,Não
Colisão,2017-11-28,09:00,Centro,"-25.412385, -49.269693",Seco / Dia,Seca,Sim,Sim,Não,Não,1,Não,1,2,1,0,Não,Não realizado,Sim,Moto,Não,Não
Colisão,2023-09-16,14:30,Centro,"-25.436377, -49.263428",Chuva / Dia,Seca,Sim,Sim,Não,Sim,2,Não,1,1,0,0,Sim,Positivo,Sim,Moto,Sim,Não
Atropelamento,2015-03-19,16:15,Centro,"-25.433371, -49.273990",Seco / Dia,Seca,Não,Não,Não,Sim,4,Não,1,3,3,0,Não,Não realizado,Sim,Ônibus,Não,Não
Colisão,2006-12-26,11:00,Norte,"-25.390727, -49.247708",Chuva / Dia,Seca,Sim,Sim,Sim,Não,1,Sim,2,2,2,0,Não,Não realizado,Não,Moto,Não,Não
Colisão,2008-05-14,03:00,Leste,"-25.419882, -49.234826",Seco / Noite,Seca,Sim,Sim,Sim,Não,1,Não,1,1,0,0,Não,Não realizado,Sim,Caminhão,Não,Não
Colisão,2013-06-06,03:15,Oeste,"-25.422947, -49.304767",Seco / Noite,Molhada,Sim,Sim,Não,Não,1,Não,1,1,1,0,Sim,Negativo,Não,Moto,Sim,Não
Colisão,2008-12-13,13:15,Norte,"-25.387045, -49.243060",Chuva / Dia,Seca,Sim,Não,Não,Sim,2,Sim,4,1,0,0,Sim,Positivo,Sim,Moto,Não,Não
Queda de moto,2019-10-19,23:15,Centro,"-25.410716, -49.268123",Chuva / Noite,Seca,Não,Sim,Sim,Não,1,Não,1,2,1,0,Não,Não realizado,Sim,Moto,Sim,Não
Capotamento,2007-08-14,05:30,Centro,"-25.434622, -49.276438",Seco / Noite,Escorregadia,Não,Sim,Sim,Sim,2,Sim,4,2,0,0,Sim,Positivo,Sim,Caminhão,Não,Não
Colisão,2014-06-27,20:30,Oeste,"-25.421779, -49.315211",Seco / Noite,Escorregadia,Não,Não,Não,Não,1,Sim,5,3,0,0,Sim,Negativo,Sim,Moto,Não,Não
Colisão,2016-10-07,05:45,Leste,"-25.430264, -49.208597",Seco / Noite,Escorregadia,Sim,Não,Não,Não,1,Sim,3,2,0,0,Não,Não realizado,Sim,Bicicleta,Não,Não
Colisão,2021-03-15,00:00,Leste,"-25.413297, -49.245491",Seco / Noite,Seca,Não,Sim,Sim,Não,1,Não,1,5,1,0,Não,Não realizado,Sim,Caminhão,Sim,Não
Queda de moto,2020-06-06,05:15,Oeste,"-25.434387, -49.330375",Seco / Noite,Escorregadia,Não,Sim,Não,Sim,3,Sim,5,1,0,0,Sim,Positivo,Sim,Caminhão,Não,Não
Queda de moto,2013-05-06,10:00,Norte,"-25.400511, -49.256557",Seco / Dia,Seca,Sim,Não,Sim,Não,1,Sim,2,3,3,0,Sim,Positivo,Sim,Bicicleta,Não,Não
Capotamento,2008-01-23,14:45,Centro,"-25.422215, -49.277935",Seco / Dia,Molhada,Sim,Sim,Sim,Não,1,Sim,4,2,0,0,Não,Não realizado,Sim,Moto,Sim,Não
Colisão,2006-04-15,10:15,Leste,"-25.432299, -49.212969",Seco / Dia,Seca,Sim,Sim,Sim,Não,1,Sim,5,1,1,0,Sim,Positivo,Sim,Ônibus,Não,Não
Atropelamento,2018-10-06,18:45,Norte,"-25.385383, -49.281333",Seco / Dia,Molhada,Não,Não,Sim,Não,1,Não,1,3,1,0,Não,Não realizado,Sim,Carro,Não,Não
Atropelamento,2007-10-19,08:45,Oeste,"-25.437764, -49.301909",Neblina / Dia,Escorregadia,Não,Não,Não,Não,1,Não,1,5,3,0,Sim,Positivo,Sim,Caminhão,Não,Não
Colisão,2025-10-04,08:00,Norte,"-25.405702, -49.260643",Seco / Dia,Escorregadia,Não,Não,Não,Sim,4,Não,1,2,1,0,Sim,Positivo,Sim,Carro,Não,Não
Colisão,2021-09-10,23:15,Centro,"-25.413264, -49.268685",Seco / Noite,Molhada,Sim,Sim,Não,Sim,3,Sim,4,1,0,0,Não,Não realizado,Sim,Caminhão,Não,Não
Colisão,2006-01-28,15:00,Centro,"-25.418066, -49.271445",Seco / Dia,Molhada,Sim,Não,Sim,Sim,2,Não,1,1,1,0,Não,Não realizado,Sim,Carro,Não,Não
Capotamento,2024-01-30,10:00,Norte,"-25.387101, -49.254621",Seco / Dia,Seca,Não,Não,Não,Sim,3,Não,1,3,0,0,Sim,Positivo,Não,Carro,Sim,Não
Colisão,2006-10-12,10:45,Norte,"-25.386073, -49.246926",Seco / Dia,Escorregadia,Sim,Não,Não,Sim,3,Sim,5,1,0,0,Não,Não realizado,Sim,Moto,Não,Não
Atropelamento,2022-03-09,16:30,Oeste,"-25.416704, -49.307652",Chuva / Dia,Escorregadia,Não,Não,Sim,Sim,3,Sim,2,5,4,0,Não,Não realizado,Sim,Bicicleta,Sim,Não
Queda de moto,2023-08-10,19:30,Sul,"-25.462088, -49.295339",Seco / Noite,Molhada,Sim,Não,Não,Não,1,Não,1,5,0,0,Não,Não realizado,Sim,Ônibus,Não,Não
Capotamento,2005-03-03,06:30,Sul,"-25.464944, -49.316235",Chuva / Dia,Molhada,Não,Sim,Não,Não,1,Sim,3,2,2,0,Sim,Positivo,Sim,Moto,Sim,Não
Atropelamento,2025-04-13,19:30,Oeste,"-25.431385, -49.307118",Seco / Noite,Molhada,Não,Sim,Não,Sim,3,Não,1,3,0,0,Sim,Positivo,Sim,Ônibus,Sim,Não
Atropelamento,2017-07-30,00:45,Norte,"-25.387458, -49.261295",Seco / Noite,Molhada,Sim,Sim,Não,Não,1,Não,1,4,2,0,Não,Não realizado,Sim,Ônibus,Sim,Não
Colisão,2020-12-07,20:00,Oeste,"-25.415494, -49.312796",Seco / Noite,Molhada,Não,Não,Não,Sim,3,Não,1,2,2,2,Sim,Positivo,Sim,Carro,Sim,Não
Colisão,2023-01-25,06:45,Leste,"-25.425651, -49.211001",Seco / Dia,Molhada,Sim,Não,Não,Sim,3,Não,1,3,0,0,Não,Não realizado,Não,Ônibus,Sim,Não
Colisão,2007-09-07,15:15,Oeste,"-25.418347, -49.300789",Seco / Dia,Molhada,Não,Não,Sim,Sim,3,Não,1,2,2,0,Sim,Negativo,Sim,Caminhão,Não,Não
Atropelamento,2008-09-30,01:45,Norte,"-25.383090, -49.270087",Seco / Noite,Escorregadia,Não,Sim,Não,Sim,3,Sim,2,3,1,0,Não,Não realizado,Sim,Carro,Sim,Não
Colisão,2013-01-12,10:30,Centro,"-25.414717, -49.267604",Seco / Dia,Molhada,Não,Sim,Sim,Sim,3,Não,1,3,0,0,Não,Não realizado,Sim,Carro,Sim,Não
Capotamento,2017-07-31,07:30,Leste,"-25.436815, -49.210484",Chuva / Dia,Molhada,Não,Não,Sim,Sim,3,Não,1,1,0,0,Não,Não realizado,Sim,Ônibus,Não,Não
Colisão,2016-03-28,22:00,Oeste,"-25.416554, -49.306431",Seco / Noite,Seca,Não,Não,Não,Sim,4,Não,1,1,1,0,Não,Não realizado,Sim,Moto,Não,Não
Queda de moto,2016-03-01,16:30,Leste,"-25.427048, -49.232247",Seco / Dia,Molhada,Não,Não,Sim,Sim,2,Sim,3,3,0,0,Sim,Positivo,Sim,Caminhão,Não,Não
Queda de moto,2018-07-20,06:30,Norte,"-25.400030, -49.260652",Seco / Dia,Molhada,Sim,Sim,Não,Não,1,Sim,3,2,0,0,Não,Não realizado,Não,Moto,Sim,Não
Capotamento,2014-09-12,23:00,Sul,"-25.458948, -49.280590",Chuva / Noite,Seca,Sim,Não,Sim,Sim,4,Sim,5,1,0,0,Não,Não realizado,Sim,Carro,Sim,Não
Colisão,2015-12-26,20:15,Leste,"-25.436694, -49.245882",Seco / Noite,Escorregadia,Sim,Não,Não,Sim,4,Sim,5,4,0,0,Não,Não realizado,Sim,Carro,Sim,Não
Atropelamento,2005-02-22,20:45,Centro,"-25.417373, -49.283170",Seco / Noite,Molhada,Sim,Não,Não,Sim,2,Sim,4,3,3,0,Sim,Negativo,Sim,Bicicleta,Não,Não
Colisão,2014-02-09,20:15,Leste,"-25.418086, -49.202306",Seco / Noite,Escorregadia,Não,Não,Não,Não,1,Não,1,1,1,0,Não,Não realizado,Sim,Carro,Não,Não
Atropelamento,2022-01-26,09:30,Sul,"-25.456879, -49.312618",Seco / Dia,Escorregadia,Sim,Não,Sim,Sim,4,Não,1,2,1,0,Não,Não realizado,Sim,Caminhão,Não,Sim
Colisão,2023-10-15,06:30,Oeste,"-25.410926, -49.334107",Chuva / Dia,Seca,Não,Não,Não,Sim,2,Sim,2,1,0,0,Não,Não realizado,Sim,Caminhão,Não,Não
Atropelamento,2010-02-13,14:00,Norte,"-25.395969, -49.273739",Seco / Dia,Escorregadia,Não,Sim,Não,Não,1,Não,1,5,1,0,Sim,Positivo,Sim,Bicicleta,Sim,Não
Queda de moto,2009-05-17,05:15,Centro,"-25.414229, -49.260753",Seco / Noite,Escorregadia,Não,Sim,Sim,Sim,4,Sim,5,3,3,0,Não,Não realizado,Sim,Moto,Não,Sim
Queda de moto,2019-07-20,05:15,Sul,"-25.471936, -49.310095",Seco / Noite,Seca,Sim,Não,Sim,Não,1,Não,1,4,1,0,Sim,Positivo,Sim,Bicicleta,Sim,Não
Colisão,2018-06-18,01:00,Sul,"-25.460955, -49.308374",Seco / Noite,Seca,Não,Não,Sim,Não,1,Não,1,4,0,0,Não,Não realizado,Sim,Bicicleta,Não,Não
Capotamento,2009-02-24,20:45,Centro,"-25.419853, -49.260235",Seco / Noite,Molhada,Sim,Sim,Não,Não,1,Sim,4,3,3,0,Não,Não realizado,Sim,Bicicleta,Sim,Não
Atropelamento,2009-03-22,00:15,Leste,"-25.438057, -49.225092",Neblina / Noite,Molhada,Sim,Não,Sim,Não,1,Sim,5,2,1,0,Não,Não realizado,Sim,Ônibus,Não,Não
Colisão,2025-07-14,05:00,Sul,"-25.477944, -49.282099",Seco / Noite,Escorregadia,Não,Sim,Sim,Não,1,Sim,3,2,2,0,Não,Não realizado,Sim,Caminhão,Sim,Sim
Queda de moto,2012-09-28,08:45,Leste,"-25.410152, -49.238761",Chuva / Dia,Seca,Não,Não,Não,Não,1,Não,1,1,1,0,Não,Não realizado,Sim,Carro,Sim,Não
Colisão,2019-10-06,19:45,Centro,"-25.415141, -49.260293",Chuva / Noite,Molhada,Sim,Não,Não,Não,1,Não,1,1,1,0,Não,Não realizado,Sim,Carro,Não,Não
Colisão,2025-07-12,10:00,Oeste,"-25.418983, -49.339663",Chuva / Dia,Escorregadia,Sim,Não,Sim,Não,1,Sim,3,1,1,0,Sim,Positivo,Não,Bicicleta,Não,Não
Colisão,2015-10-12,22:00,Leste,"-25.437629, -49.204072",Seco / Noite,Escorregadia,Não,Não,Não,Não,1,Não,1,3,2,0,Não,Não realizado,Sim,Ônibus,Não,Não
Colisão,2016-07-08,16:30,Sul,"-25.462224, -49.300421",Seco / Dia,Molhada,Não,Sim,Não,Sim,4,Sim,2,1,0,0,Não,Não realizado,Sim,Caminhão,Não,Não
Colisão,2008-09-13,07:15,Sul,"-25.462445, -49.307448",Seco / Dia,Escorregadia,Sim,Não,Não,Não,1,Não,1,2,2,0,Não,Não realizado,Sim,Carro,Sim,Não
Atropelamento,2018-11-27,07:00,Sul,"-25.471193, -49.289804",Chuva / Dia,Molhada,Sim,Não,Sim,Sim,3,Não,1,4,2,1,Não,Não realizado,Sim,Caminhão,Sim,Não
Atropelamento,2012-04-29,20:15,Leste,"-25.431943, -49.215760",Seco / Noite,Molhada,Sim,Não,Não,Não,1,Sim,4,5,2,2,Não,Não realizado,Sim,Caminhão,Não,Não
Colisão,2018-08-01,09:30,Norte,"-25.380725, -49.277000",Chuva / Dia,Seca,Sim,Não,Não,Não,1,Não,1,1,1,0,Não,Não realizado,Sim,Bicicleta,Não,Não
Colisão,2024-01-25,18:15,Oeste,"-25.429914, -49.327834",Seco / Dia,Molhada,Não,Sim,Sim,Não,1,Não,1,1,1,0,Sim,Negativo,Sim,Bicicleta,Não,Não
Capotamento,2009-07-30,17:45,Norte,"-25.399573, -49.258505",Seco / Dia,Seca,Sim,Não,Não,Sim,3,Sim,2,1,1,0,Não,Não realizado,Sim,Carro,Sim,Não
Colisão,2015-12-29,02:15,Leste,"-25.421989, -49.217266",Seco / Noite,Escorregadia,Não,Sim,Sim,Não,1,Não,1,4,2,0,Não,Não realizado,Sim,Moto,Sim,Não
Atropelamento,2015-11-20,10:15,Leste,"-25.423714, -49.210189",Seco / Dia,Escorregadia,Sim,Não,Sim,Não,1,Sim,5,4,1,0,Não,Não realizado,Sim,Moto,Sim,Não
Colisão,2012-11-16,20:30,Leste,"-25.420127, -49.213661",Seco / Noite,Molhada,Não,Não,Sim,Sim,4,Sim,3,2,1,0,Não,Não realizado,Sim,Caminhão,Não,Não
Capotamento,2022-09-14,23:00,Leste,"-25.423451, -49.215112",Seco / Noite,Molhada,Sim,Sim,Sim,Não,1,Sim,2,2,2,0,Não,Não realizado,Sim,Carro,Sim,Não
Queda de moto,2024-10-09,21:45,Oeste,"-25.424287, -49.312612",Seco / Noite,Escorregadia,Sim,Sim,Sim,Não,1,Sim,3,1,1,0,Sim,Negativo,Sim,Ônibus,Sim,Não
Queda de moto,2013-04-27,07:30,Norte,"-25.397038, -49.248889",Chuva / Dia,Molhada,Sim,Não,Não,Não,1,Sim,3,3,3,0,Não,Não realizado,Sim,Bicicleta,Sim,Não
Colisão,2018-09-27,05:15,Oeste,"-25.410906, -49.311815",Seco / Noite,Molhada,Não,Sim,Sim,Sim,4,Não,1,1,1,1,Não,Não realizado,Não,Carro,Não,Não
Colisão,2023-08-05,07:30,Oeste,"-25.416737, -49.305115",Seco / Dia,Escorregadia,Sim,Sim,Sim,Não,1,Sim,3,3,0,0,Não,Não realizado,Sim,Carro,Sim,Não
Colisão,2007-10-08,08:30,Leste,"-25.425848, -49.218063",Seco / Dia,Escorregadia,Sim,Não,Sim,Sim,3,Não,1,1,1,0,Não,Não realizado,Sim,Caminhão,Sim,Não
Colisão,2006-01-10,22:15,Oeste,"-25.419451, -49.316335",Seco / Noite,Molhada,Não,Sim,Não,Não,1,Não,1,1,0,0,Sim,Positivo,Não,Caminhão,Não,Não
Colisão,2017-05-05,02:15,Leste,"-25.419865, -49.203033",Seco / Noite,Molhada,Não,Sim,Sim,Não,1,Sim,4,1,0,0,Não,Não realizado,Sim,Caminhão,Não,Não
Colisão,2024-05-01,18:30,Centro,"-25.417874, -49.279919",Chuva / Dia,Seca,Não,Sim,Sim,Sim,2,Sim,3,1,1,0,Sim,Negativo,Sim,Caminhão,Não,Não
Colisão,2020-03-20,22:15,Sul,"-25.441681, -49.310085",Chuva / Noite,Molhada,Sim,Sim,Não,Não,1,Não,1,2,1,1,Não,Não realizado,Sim,Moto,Não,Não
Colisão,2017-07-13,08:15,Leste,"-25.422153, -49.209481",Seco / Dia,Escorregadia,Não,Sim,Sim,Sim,3,Não,1,1,0,0,Sim,Negativo,Sim,Ônibus,Não,Não
Colisão,2009-02-07,12:15,Oeste,"-25.428307, -49.319335",Chuva / Dia,Escorregadia,Sim,Não,Sim,Não,1,Sim,4,4,4,0,Não,Não realizado,Sim,Bicicleta,Não,Não
Colisão,2005-12-23,14:15,Centro,"-25.433466, -49.269462",Chuva / Dia,Escorregadia,Sim,Sim,Não,Não,1,Sim,4,3,3,0,Não,Não realizado,Não,Caminhão,Sim,Não
Atropelamento,2020-01-13,02:00,Centro,"-25.431299, -49.274310",Neblina / Noite,Seca,Sim,Sim,Sim,Não,1,Não,1,5,5,0,Sim,Negativo,Sim,Moto,Não,Não
Colisão,2018-01-13,09:30,Centro,"-25.432001, -49.267354",Chuva / Dia,Escorregadia,Não,Sim,Não,Não,1,Não,1,4,4,0,Não,Não realizado,Sim,Ônibus,Não,Não
Colisão,2025-07-13,16:15,Oeste,"-25.414294, -49.333988",Seco / Dia,Seca,Não,Sim,Não,Sim,4,Não,1,3,3,0,Não,Não realizado,Sim,Moto,Sim,Não
Atropelamento,2005-07-07,09:00,Norte,"-25.392224, -49.275955",Seco / Dia,Escorregadia,Sim,Não,Não,Sim,4,Não,1,2,1,0,Sim,Negativo,Sim,Ônibus,Não,Não
Colisão,2021-11-10,08:15,Norte,"-25.385092, -49.270607",Seco / Dia,Seca,Não,Sim,Não,Sim,2,Não,1,3,0,0,Não,Não realizado,Sim,Carro,Não,Sim
Colisão,2008-12-18,03:15,Centro,"-25.435838, -49.268303",Seco / Noite,Escorregadia,Não,Não,Não,Sim,3,Sim,5,3,1,0,Sim,Negativo,Sim,Bicicleta,Sim,Não
Colisão,2009-06-28,10:30,Norte,"-25.399464, -49.267846",Seco / Dia,Escorregadia,Sim,Não,Sim,Não,1,Sim,2,2,0,0,Não,Não realizado,Não,Moto,Não,Não
Colisão,2015-11-19,05:15,Sul,"-25.457495, -49.303204",Seco / Noite,Escorregadia,Sim,Sim,Sim,Sim,4,Sim,3,2,1,0,Não,Não realizado,Sim,Moto,Sim,Não
Colisão,2018-09-17,04:15,Oeste,"-25.437795, -49.331980",Chuva / Noite,Molhada,Sim,Não,Não,Sim,4,Não,1,2,0,0,Não,Não realizado,Sim,Carro,Sim,Não
Colisão,2010-06-30,05:15,Leste,"-25.419289, -49.235677",Seco / Noite,Molhada,Sim,Sim,Não,Sim,2,Não,1,2,0,0,Não,Não realizado,Sim,Ônibus,Sim,Não
Capotamento,2020-04-14,16:30,Sul,"-25.467590, -49.310511",Seco / Dia,Molhada,Sim,Sim,Não,Não,1,Não,1,2,0,0,Sim,Negativo,Sim,Caminhão,Não,Não
Colisão,2018-11-29,23:30,Centro,"-25.438945, -49.276349",Chuva / Noite,Escorregadia,Sim,Sim,Não,Não,1,Sim,2,5,0,0,Não,Não realizado,Sim,Bicicleta,Não,Não
Colisão,2021-08-21,03:15,Oeste,"-25.436809, -49.337640",Chuva / Noite,Seca,Sim,Não,Sim,Não,1,Não,1,3,0,0,Sim,Positivo,Sim,Bicicleta,Sim,Não
Colisão,2025-03-02,03:15,Centro,"-25.433809, -49.266296",Seco / Noite,Seca,Não,Sim,Sim,Sim,2,Não,1,2,0,0,Não,Não realizado,Sim,Moto,Não,Não
Capotamento,2010-01-19,13:00,Norte,"-25.400200, -49.270575",Seco / Dia,Molhada,Não,Não,Não,Sim,2,Não,1,1,0,0,Não,Não realizado,Sim,Caminhão,Sim,Não
Atropelamento,2024-06-15,01:45,Oeste,"-25.416039, -49.329699",Seco / Noite,Molhada,Não,Não,Não,Não,1,Não,1,2,2,0,Não,Não realizado,Sim,Carro,Sim,Não
Colisão,2006-08-18,09:30,Centro,"-25.430362, -49.274127",Seco / Dia,Escorregadia,Sim,Não,Não,Não,1,Sim,4,3,1,0,Não,Não realizado,Sim,Moto,Não,Não
Atropelamento,2008-07-26,19:30,Leste,"-25.425278, -49.231844",Seco / Noite,Molhada,Sim,Não,Não,Sim,4,Sim,2,3,2,0,Sim,Negativo,Não,Carro,Sim,Não
Queda de moto,2014-07-22,16:15,Norte,"-25.387252, -49.264693",Chuva / Dia,Escorregadia,Não,Sim,Sim,Sim,2,Sim,4,1,1,0,Não,Não realizado,Sim,Caminhão,Não,Não
Colisão,2025-03-30,14:45,Sul,"-25.453868, -49.283029",Seco / Dia,Molhada,Não,Não,Sim,Sim,3,Não,1,2,0,0,Sim,Negativo,Sim,Carro,Não,Sim
Atropelamento,2022-08-07,00:45,Sul,"-25.457948, -49.314586",Chuva / Noite,Molhada,Não,Sim,Sim,Sim,3,Sim,2,2,2,0,Sim,Positivo,Sim,Carro,Não,Não
Colisão,2016-08-05,22:15,Leste,"-25.415038, -49.218710",Chuva / Noite,Molhada,Sim,Não,Não,Sim,4,Sim,2,1,1,0,Não,Não realizado,Sim,Moto,Sim,Sim
Colisão,2021-11-28,02:30,Sul,"-25.475709, -49.312498",Seco / Noite,Seca,Sim,Não,Sim,Não,1,Sim,4,1,1,0,Não,Não realizado,Sim,Bicicleta,Sim,Não
Colisão,2006-06-30,20:00,Sul,"-25.465089, -49.285388",Seco / Noite,Escorregadia,Sim,Sim,Não,Sim,2,Não,1,1,0,0,Sim,Positivo,Sim,Ônibus,Não,Não
Atropelamento,2011-03-08,18:15,Centro,"-25.411325, -49.261453",Seco / Dia,Molhada,Sim,Não,Não,Não,1,Não,1,4,2,0,Não,Não realizado,Sim,Moto,Não,Não
Queda de moto,2013-10-10,07:45,Centro,"-25.416728, -49.267651",Seco / Dia,Seca,Sim,Não,Não,Sim,3,Não,1,2,2,0,Não,Não realizado,Sim,Ônibus,Sim,Não
Colisão,2016-06-21,21:30,Oeste,"-25.428504, -49.301271",Seco / Noite,Seca,Não,Sim,Sim,Sim,4,Sim,3,4,0,0,Não,Não realizado,Sim,Moto,Não,Não
Queda de moto,2006-10-02,03:45,Leste,"-25.413204, -49.247823",Seco / Noite,Escorregadia,Sim,Sim,Sim,Sim,2,Não,1,2,1,0,Não,Não realizado,Sim,Carro,Sim,Não
Colisão,2019-08-04,17:30,Oeste,"-25.433965, -49.326167",Neblina / Dia,Molhada,Não,Não,Não,Não,1,Não,1,2,0,0,Sim,Positivo,Não,Bicicleta,Sim,Não
Colisão,2010-10-05,16:30,Norte,"-25.409007, -49.249078",Seco / Dia,Molhada,Não,Sim,Não,Sim,3,Sim,5,2,0,0,Não,Não realizado,Sim,Carro,Não,Não
Colisão,2021-01-26,22:30,Oeste,"-25.439071, -49.318117",Chuva / Noite,Escorregadia,Não,Não,Sim,Sim,3,Sim,4,1,1,0,Não,Não realizado,Sim,Moto,Não,Não
Colisão,2015-10-23,07:00,Sul,"-25.453070, -49.299069",Seco / Dia,Seca,Sim,Não,Sim,Sim,3,Sim,5,4,2,0,Sim,Positivo,Sim,Ônibus,Não,Não
Colisão,2007-08-17,00:00,Centro,"-25.415273, -49.278825",Seco / Noite,Molhada,Sim,Não,Não,Não,1,Sim,2,2,0,0,Não,Não realizado,Sim,Ônibus,Sim,Não
Colisão,2007-01-15,02:30,Leste,"-25.426083, -49.247150",Seco / Noite,Seca,Não,Não,Não,Não,1,Não,1,2,1,0,Sim,Negativo,Sim,Moto,Sim,Não
Atropelamento,2009-01-13,00:45,Sul,"-25.473854, -49.306847",Seco / Noite,Escorregadia,Não,Não,Sim,Sim,2,Sim,3,2,1,0,Não,Não realizado,Sim,Bicicleta,Não,Não
Colisão,2020-03-05,14:45,Oeste,"-25.412679, -49.308513",Seco / Dia,Escorregadia,Não,Não,Não,Não,1,Sim,5,1,0,0,Não,Não realizado,Sim,Bicicleta,Sim,Não
Colisão,2007-08-11,23:15,Centro,"-25.417909, -49.267484",Seco / Noite,Escorregadia,Não,Sim,Sim,Não,1,Sim,2,3,1,0,Não,Não realizado,Sim,Caminhão,Sim,Não
Colisão,2024-03-08,15:00,Oeste,"-25.423492, -49.336712",Seco / Dia,Molhada,Sim,Não,Não,Não,1,Sim,5,1,1,0,Não,Não realizado,Sim,Ônibus,Sim,Não
Colisão,2018-09-29,14:15,Oeste,"-25.416466, -49.336430",Chuva / Dia,Seca,Não,Não,Sim,Sim,2,Sim,5,2,2,0,Não,Não realizado,Sim,Bicicleta,Não,Não
Atropelamento,2012-03-11,18:30,Centro,"-25.421100, -49.261959",Seco / Dia,Molhada,Sim,Sim,Não,Não,1,Não,1,2,1,0,Não,Não realizado,Sim,Moto,Não,Não
